country,kintype,age,month,year,measure,estimate,se
Latvia,Siblings,45-64,12,2020,Excess,49,15
Latvia,Siblings,45-64,1,2021,Baseline,164,9
Latvia,Siblings,45-64,1,2021,Excess,18,12
Latvia,Siblings,45-64,2,2021,Baseline,149,12
Latvia,Siblings,45-64,2,2021,Excess,30,15
Latvia,Siblings,45-64,3,2021,Baseline,168,10
Latvia,Siblings,45-64,3,2021,Excess,-17,14
Latvia,Siblings,45-64,4,2021,Baseline,133,10
Latvia,Siblings,45-64,4,2021,Excess,15,15
Latvia,Siblings,45-64,5,2021,Baseline,150,11
Latvia,Siblings,45-64,5,2021,Excess,5,14
Latvia,Siblings,45-64,6,2021,Baseline,125,8
Latvia,Siblings,45-64,6,2021,Excess,44,12
Latvia,Siblings,65+,3,2020,Baseline,337,15
Latvia,Siblings,65+,3,2020,Excess,-73,18
Latvia,Siblings,65+,4,2020,Baseline,300,14
Latvia,Siblings,65+,4,2020,Excess,-40,20
Latvia,Siblings,65+,5,2020,Baseline,278,16
Latvia,Siblings,65+,5,2020,Excess,26,22
Latvia,Siblings,65+,6,2020,Baseline,249,11
Latvia,Siblings,65+,6,2020,Excess,13,17
Latvia,Siblings,65+,7,2020,Baseline,266,13
Latvia,Siblings,65+,7,2020,Excess,12,20
Latvia,Siblings,65+,8,2020,Baseline,230,13
Latvia,Siblings,65+,8,2020,Excess,7,17
Latvia,Siblings,65+,9,2020,Baseline,285,12
Latvia,Siblings,65+,9,2020,Excess,-16,18
Latvia,Siblings,65+,10,2020,Baseline,259,13
Latvia,Siblings,65+,10,2020,Excess,31,18
Latvia,Siblings,65+,11,2020,Baseline,269,12
Latvia,Siblings,65+,11,2020,Excess,41,19
Latvia,Siblings,65+,12,2020,Baseline,301,13
Latvia,Siblings,65+,12,2020,Excess,87,20
Latvia,Siblings,65+,1,2021,Baseline,308,13
Latvia,Siblings,65+,1,2021,Excess,122,19
Latvia,Siblings,65+,2,2021,Baseline,326,14
Latvia,Siblings,65+,2,2021,Excess,41,21
Latvia,Siblings,65+,3,2021,Baseline,326,15
Latvia,Siblings,65+,3,2021,Excess,-12,22
Latvia,Siblings,65+,4,2021,Baseline,286,12
Latvia,Siblings,65+,4,2021,Excess,13,15
Latvia,Siblings,65+,5,2021,Baseline,264,15
Latvia,Siblings,65+,5,2021,Excess,58,19
Latvia,Siblings,65+,6,2021,Baseline,247,12
Latvia,Siblings,65+,6,2021,Excess,76,20
Latvia,Children,15-29,3,2020,Baseline,1,1
Latvia,Children,15-29,3,2020,Excess,-1,1
Latvia,Children,15-29,4,2020,Baseline,2,2
Latvia,Children,15-29,4,2020,Excess,1,3
Latvia,Children,15-29,5,2020,Baseline,0,0
Latvia,Children,15-29,5,2020,Excess,2,2
Latvia,Children,15-29,6,2020,Baseline,3,2
Latvia,Children,15-29,6,2020,Excess,-3,2
Latvia,Children,15-29,7,2020,Baseline,2,1
Latvia,Children,15-29,7,2020,Excess,-2,1
Latvia,Children,15-29,8,2020,Baseline,1,1
Latvia,Children,15-29,8,2020,Excess,1,1
Latvia,Children,15-29,9,2020,Baseline,2,2
Latvia,Children,15-29,9,2020,Excess,-2,2
Latvia,Children,15-29,10,2020,Baseline,1,1
Latvia,Children,15-29,10,2020,Excess,-1,1
Latvia,Children,15-29,11,2020,Baseline,1,1
Latvia,Children,15-29,11,2020,Excess,-1,1
Latvia,Children,15-29,12,2020,Baseline,1,1
Latvia,Children,15-29,12,2020,Excess,1,1
Latvia,Children,15-29,1,2021,Baseline,0,0
Latvia,Children,15-29,1,2021,Excess,1,1
Latvia,Children,15-29,2,2021,Baseline,1,1
Latvia,Children,15-29,2,2021,Excess,1,2
Latvia,Children,15-29,3,2021,Baseline,0,0
Latvia,Children,15-29,3,2021,Excess,1,1
Latvia,Children,15-29,4,2021,Baseline,1,1
Latvia,Children,15-29,4,2021,Excess,0,2
Latvia,Children,15-29,5,2021,Baseline,1,1
Latvia,Children,15-29,5,2021,Excess,-1,1
Latvia,Children,15-29,6,2021,Baseline,1,1
Latvia,Children,15-29,6,2021,Excess,-1,1
Latvia,Children,30-44,3,2020,Baseline,4,1
Latvia,Children,30-44,3,2020,Excess,-1,2
Latvia,Children,30-44,4,2020,Baseline,3,1
Latvia,Children,30-44,4,2020,Excess,3,2
Latvia,Children,30-44,5,2020,Baseline,5,2
Latvia,Children,30-44,5,2020,Excess,3,3
Latvia,Children,30-44,6,2020,Baseline,4,2
Latvia,Children,30-44,6,2020,Excess,-2,2
Latvia,Children,30-44,7,2020,Baseline,7,2
Latvia,Children,30-44,7,2020,Excess,-4,3
Latvia,Children,30-44,8,2020,Baseline,7,2
Latvia,Children,30-44,8,2020,Excess,-3,3
Latvia,Children,30-44,9,2020,Baseline,2,1
Latvia,Children,30-44,9,2020,Excess,2,2
Latvia,Children,30-44,10,2020,Baseline,2,1
Latvia,Children,30-44,10,2020,Excess,1,2
Latvia,Children,30-44,11,2020,Baseline,6,2
Latvia,Children,30-44,11,2020,Excess,-2,3
Latvia,Children,30-44,12,2020,Baseline,2,1
Latvia,Children,30-44,12,2020,Excess,2,1
Latvia,Children,30-44,1,2021,Baseline,6,2
Latvia,Children,30-44,1,2021,Excess,-3,2
Latvia,Children,30-44,2,2021,Baseline,4,2
Latvia,Children,30-44,2,2021,Excess,-2,2
Latvia,Children,30-44,3,2021,Baseline,4,2
Latvia,Children,30-44,3,2021,Excess,-0,2
Latvia,Children,30-44,4,2021,Baseline,4,2
Latvia,Children,30-44,4,2021,Excess,-1,2
Latvia,Children,30-44,5,2021,Baseline,4,2
Latvia,Children,30-44,5,2021,Excess,3,3
Latvia,Children,30-44,6,2021,Baseline,5,2
Latvia,Children,30-44,6,2021,Excess,-2,2
Latvia,Children,45-64,3,2020,Baseline,20,3
Latvia,Children,45-64,3,2020,Excess,-7,4
Latvia,Children,45-64,4,2020,Baseline,16,3
Latvia,Children,45-64,4,2020,Excess,3,4
Latvia,Children,45-64,5,2020,Baseline,17,3
Latvia,Children,45-64,5,2020,Excess,3,4
Latvia,Children,45-64,6,2020,Baseline,13,3
Latvia,Children,45-64,6,2020,Excess,0,3
Latvia,Children,45-64,7,2020,Baseline,15,3
Latvia,Children,45-64,7,2020,Excess,6,4
Latvia,Children,45-64,8,2020,Baseline,13,3
Latvia,Children,45-64,8,2020,Excess,2,4
Latvia,Children,45-64,9,2020,Baseline,19,3
Latvia,Children,45-64,9,2020,Excess,-5,4
Latvia,Children,45-64,10,2020,Baseline,17,3
Latvia,Children,45-64,10,2020,Excess,-2,4
Latvia,Children,45-64,11,2020,Baseline,20,3
Latvia,Children,45-64,11,2020,Excess,-5,4
Latvia,Children,45-64,12,2020,Baseline,19,3
Latvia,Children,45-64,12,2020,Excess,6,4
Latvia,Children,45-64,1,2021,Baseline,19,4
Latvia,Children,45-64,1,2021,Excess,-1,5
Latvia,Children,45-64,2,2021,Baseline,20,3
Latvia,Children,45-64,2,2021,Excess,-3,4
Latvia,Children,45-64,3,2021,Baseline,18,3
Latvia,Children,45-64,3,2021,Excess,6,4
Latvia,Children,45-64,4,2021,Baseline,17,3
Latvia,Children,45-64,4,2021,Excess,2,4
Latvia,Children,45-64,5,2021,Baseline,19,3
Latvia,Children,45-64,5,2021,Excess,-3,4
Latvia,Children,45-64,6,2021,Baseline,14,2
Latvia,Children,45-64,6,2021,Excess,7,4
Latvia,Children,65+,3,2020,Baseline,76,6
Latvia,Children,65+,3,2020,Excess,-11,8
Latvia,Children,65+,4,2020,Baseline,78,6
Latvia,Children,65+,4,2020,Excess,-24,8
Latvia,Children,65+,5,2020,Baseline,78,6
Latvia,Children,65+,5,2020,Excess,-9,8
Latvia,Children,65+,6,2020,Baseline,68,6
Latvia,Children,65+,6,2020,Excess,-5,8
Latvia,Children,65+,7,2020,Baseline,67,6
Latvia,Children,65+,7,2020,Excess,5,8
Latvia,Children,65+,8,2020,Baseline,68,6
Latvia,Children,65+,8,2020,Excess,5,9
Latvia,Children,65+,9,2020,Baseline,69,6
Latvia,Children,65+,9,2020,Excess,-16,8
Latvia,Children,65+,10,2020,Baseline,73,5
Latvia,Children,65+,10,2020,Excess,1,8
Latvia,Children,65+,11,2020,Baseline,79,6
Latvia,Children,65+,11,2020,Excess,-0,9
Latvia,Children,65+,12,2020,Baseline,81,6
Latvia,Children,65+,12,2020,Excess,12,9
Latvia,Children,65+,1,2021,Baseline,99,7
Latvia,Children,65+,1,2021,Excess,6,9
Latvia,Children,65+,2,2021,Baseline,83,7
Latvia,Children,65+,2,2021,Excess,7,9
Latvia,Children,65+,3,2021,Baseline,78,6
Latvia,Children,65+,3,2021,Excess,6,9
Latvia,Children,65+,4,2021,Baseline,65,5
Latvia,Children,65+,4,2021,Excess,18,9
Latvia,Children,65+,5,2021,Baseline,84,7
Latvia,Children,65+,5,2021,Excess,-1,9
Latvia,Children,65+,6,2021,Baseline,69,5
Latvia,Children,65+,6,2021,Excess,33,8
Lithuania,Grandparents,0-14,3,2020,Baseline,450,9
Lithuania,Grandparents,0-14,3,2020,Excess,-9,13
Lithuania,Grandparents,0-14,4,2020,Baseline,438,11
Lithuania,Grandparents,0-14,4,2020,Excess,23,16
Lithuania,Grandparents,0-14,5,2020,Baseline,423,10
Lithuania,Grandparents,0-14,5,2020,Excess,11,14
Lithuania,Grandparents,0-14,6,2020,Baseline,410,9
Lithuania,Grandparents,0-14,6,2020,Excess,39,14
Lithuania,Grandparents,0-14,7,2020,Baseline,411,9
Lithuania,Grandparents,0-14,7,2020,Excess,20,14
Lithuania,Grandparents,0-14,8,2020,Baseline,397,9
Lithuania,Grandparents,0-14,8,2020,Excess,50,13
Lithuania,Grandparents,0-14,9,2020,Baseline,406,9
Lithuania,Grandparents,0-14,9,2020,Excess,28,14
Lithuania,Grandparents,0-14,10,2020,Baseline,440,11
Lithuania,Grandparents,0-14,10,2020,Excess,37,16
Lithuania,Grandparents,0-14,11,2020,Baseline,453,9
Lithuania,Grandparents,0-14,11,2020,Excess,142,15
Lithuania,Grandparents,0-14,12,2020,Baseline,471,11
Lithuania,Grandparents,0-14,12,2020,Excess,274,17
Lithuania,Grandparents,0-14,1,2021,Baseline,504,11
Lithuania,Grandparents,0-14,1,2021,Excess,171,18
Lithuania,Grandparents,0-14,2,2021,Baseline,515,11
Lithuania,Grandparents,0-14,2,2021,Excess,4,16
Lithuania,Grandparents,0-14,3,2021,Baseline,467,10
Lithuania,Grandparents,0-14,3,2021,Excess,41,15
Lithuania,Grandparents,0-14,4,2021,Baseline,464,10
Lithuania,Grandparents,0-14,4,2021,Excess,29,16
Lithuania,Grandparents,0-14,5,2021,Baseline,440,9
Lithuania,Grandparents,0-14,5,2021,Excess,50,14
Lithuania,Grandparents,0-14,6,2021,Baseline,423,9
Lithuania,Grandparents,0-14,6,2021,Excess,75,13
Lithuania,Grandparents,15-29,3,2020,Baseline,594,11
Lithuania,Grandparents,15-29,3,2020,Excess,-18,15
Lithuania,Grandparents,15-29,4,2020,Baseline,598,12
Lithuania,Grandparents,15-29,4,2020,Excess,-15,16
Lithuania,Grandparents,15-29,5,2020,Baseline,548,11
Lithuania,Grandparents,15-29,5,2020,Excess,2,14
Lithuania,Grandparents,15-29,6,2020,Baseline,544,10
Lithuania,Grandparents,15-29,6,2020,Excess,33,16
Lithuania,Grandparents,15-29,7,2020,Baseline,503,11
Lithuania,Grandparents,15-29,7,2020,Excess,40,16
Lithuania,Grandparents,15-29,8,2020,Baseline,518,11
Lithuania,Grandparents,15-29,8,2020,Excess,29,16
Lithuania,Grandparents,15-29,9,2020,Baseline,518,10
Lithuania,Grandparents,15-29,9,2020,Excess,14,17
Lithuania,Grandparents,15-29,10,2020,Baseline,562,11
Lithuania,Grandparents,15-29,10,2020,Excess,37,15
Lithuania,Grandparents,15-29,11,2020,Baseline,586,11
Lithuania,Grandparents,15-29,11,2020,Excess,212,18
Lithuania,Grandparents,15-29,12,2020,Baseline,591,12
Lithuania,Grandparents,15-29,12,2020,Excess,435,17
Lithuania,Grandparents,15-29,1,2021,Baseline,675,11
Lithuania,Grandparents,15-29,1,2021,Excess,207,18
Lithuania,Grandparents,15-29,2,2021,Baseline,706,14
Lithuania,Grandparents,15-29,2,2021,Excess,-25,19
Lithuania,Grandparents,15-29,3,2021,Baseline,615,11
Lithuania,Grandparents,15-29,3,2021,Excess,38,16
Lithuania,Grandparents,15-29,4,2021,Baseline,592,11
Lithuania,Grandparents,15-29,4,2021,Excess,45,17
Lithuania,Grandparents,15-29,5,2021,Baseline,566,10
Lithuania,Grandparents,15-29,5,2021,Excess,67,13
Lithuania,Grandparents,15-29,6,2021,Baseline,559,11
Lithuania,Grandparents,15-29,6,2021,Excess,68,16
Lithuania,Grandparents,30-44,3,2020,Baseline,431,9
Lithuania,Grandparents,30-44,3,2020,Excess,-10,13
Lithuania,Grandparents,30-44,4,2020,Baseline,428,9
Lithuania,Grandparents,30-44,4,2020,Excess,-34,12
Lithuania,Grandparents,30-44,5,2020,Baseline,388,9
Lithuania,Grandparents,30-44,5,2020,Excess,-13,13
Lithuania,Grandparents,30-44,6,2020,Baseline,377,7
Lithuania,Grandparents,30-44,6,2020,Excess,8,10
Lithuania,Grandparents,30-44,7,2020,Baseline,354,7
Lithuania,Grandparents,30-44,7,2020,Excess,10,12
Lithuania,Grandparents,30-44,8,2020,Baseline,341,7
Lithuania,Grandparents,30-44,8,2020,Excess,34,11
Lithuania,Grandparents,30-44,9,2020,Baseline,346,8
Lithuania,Grandparents,30-44,9,2020,Excess,7,11
Lithuania,Grandparents,30-44,10,2020,Baseline,393,8
Lithuania,Grandparents,30-44,10,2020,Excess,18,11
Lithuania,Grandparents,30-44,11,2020,Baseline,383,8
Lithuania,Grandparents,30-44,11,2020,Excess,169,14
Lithuania,Grandparents,30-44,12,2020,Baseline,393,8
Lithuania,Grandparents,30-44,12,2020,Excess,312,13
Lithuania,Grandparents,30-44,1,2021,Baseline,477,9
Lithuania,Grandparents,30-44,1,2021,Excess,120,15
Lithuania,Grandparents,30-44,2,2021,Baseline,494,10
Lithuania,Grandparents,30-44,2,2021,Excess,-34,14
Lithuania,Grandparents,30-44,3,2021,Baseline,424,9
Lithuania,Grandparents,30-44,3,2021,Excess,-6,12
Lithuania,Grandparents,30-44,4,2021,Baseline,403,8
Lithuania,Grandparents,30-44,4,2021,Excess,2,12
Lithuania,Grandparents,30-44,5,2021,Baseline,390,8
Lithuania,Grandparents,30-44,5,2021,Excess,15,12
Lithuania,Grandparents,30-44,6,2021,Baseline,376,8
Lithuania,Grandparents,30-44,6,2021,Excess,45,11
Lithuania,Grandparents,45-64,3,2020,Baseline,61,2
Lithuania,Grandparents,45-64,3,2020,Excess,3,3
Lithuania,Grandparents,45-64,4,2020,Baseline,61,2
Lithuania,Grandparents,45-64,4,2020,Excess,-5,3
Lithuania,Grandparents,45-64,5,2020,Baseline,58,3
Lithuania,Grandparents,45-64,5,2020,Excess,0,3
Lithuania,Grandparents,45-64,6,2020,Baseline,55,2
Lithuania,Grandparents,45-64,6,2020,Excess,-3,3
Lithuania,Grandparents,45-64,7,2020,Baseline,52,2
Lithuania,Grandparents,45-64,7,2020,Excess,-2,3
Lithuania,Grandparents,45-64,8,2020,Baseline,52,2
Lithuania,Grandparents,45-64,8,2020,Excess,3,3
Lithuania,Grandparents,45-64,9,2020,Baseline,50,2
Lithuania,Grandparents,45-64,9,2020,Excess,-0,3
Lithuania,Grandparents,45-64,10,2020,Baseline,56,2
Lithuania,Grandparents,45-64,10,2020,Excess,5,3
Lithuania,Grandparents,45-64,11,2020,Baseline,55,2
Lithuania,Grandparents,45-64,11,2020,Excess,16,3
Lithuania,Grandparents,45-64,12,2020,Baseline,54,2
Lithuania,Grandparents,45-64,12,2020,Excess,43,3
Lithuania,Grandparents,45-64,1,2021,Baseline,63,3
Lithuania,Grandparents,45-64,1,2021,Excess,15,4
Lithuania,Grandparents,45-64,2,2021,Baseline,67,3
Lithuania,Grandparents,45-64,2,2021,Excess,-11,3
Lithuania,Grandparents,45-64,3,2021,Baseline,55,2
Lithuania,Grandparents,45-64,3,2021,Excess,3,4
Lithuania,Grandparents,45-64,4,2021,Baseline,54,2
Lithuania,Grandparents,45-64,4,2021,Excess,-3,3
Lithuania,Grandparents,45-64,5,2021,Baseline,53,2
Lithuania,Grandparents,45-64,5,2021,Excess,-0,3
Lithuania,Grandparents,45-64,6,2021,Baseline,51,2
Lithuania,Grandparents,45-64,6,2021,Excess,5,3
Lithuania,Parents,0-14,3,2020,Baseline,46,2
Lithuania,Parents,0-14,3,2020,Excess,-3,4
Lithuania,Parents,0-14,4,2020,Baseline,51,3
Lithuania,Parents,0-14,4,2020,Excess,0,3
Lithuania,Parents,0-14,5,2020,Baseline,48,3
Lithuania,Parents,0-14,5,2020,Excess,-2,4
Lithuania,Parents,0-14,6,2020,Baseline,44,2
Lithuania,Parents,0-14,6,2020,Excess,6,3
Lithuania,Parents,0-14,7,2020,Baseline,47,2
Lithuania,Parents,0-14,7,2020,Excess,4,4
Lithuania,Parents,0-14,8,2020,Baseline,44,3
Lithuania,Parents,0-14,8,2020,Excess,7,4
Lithuania,Parents,0-14,9,2020,Baseline,46,3
Lithuania,Parents,0-14,9,2020,Excess,6,4
Lithuania,Parents,0-14,10,2020,Baseline,50,2
Lithuania,Parents,0-14,10,2020,Excess,3,4
Lithuania,Parents,0-14,11,2020,Baseline,51,2
Lithuania,Parents,0-14,11,2020,Excess,9,4
Lithuania,Parents,0-14,12,2020,Baseline,43,2
Lithuania,Parents,0-14,12,2020,Excess,31,4
Lithuania,Parents,0-14,1,2021,Baseline,58,3
Lithuania,Parents,0-14,1,2021,Excess,12,4
Lithuania,Parents,0-14,2,2021,Baseline,57,3
Lithuania,Parents,0-14,2,2021,Excess,2,4
Lithuania,Parents,0-14,3,2021,Baseline,52,3
Lithuania,Parents,0-14,3,2021,Excess,-3,3
Lithuania,Parents,0-14,4,2021,Baseline,50,3
Lithuania,Parents,0-14,4,2021,Excess,1,4
Lithuania,Parents,0-14,5,2021,Baseline,53,3
Lithuania,Parents,0-14,5,2021,Excess,-0,4
Lithuania,Parents,0-14,6,2021,Baseline,50,3
Lithuania,Parents,0-14,6,2021,Excess,6,4
Lithuania,Parents,15-29,3,2020,Baseline,106,4
Lithuania,Parents,15-29,3,2020,Excess,-4,5
Lithuania,Parents,15-29,4,2020,Baseline,103,3
Lithuania,Parents,15-29,4,2020,Excess,12,5
Lithuania,Parents,15-29,5,2020,Baseline,105,3
Lithuania,Parents,15-29,5,2020,Excess,-6,4
Lithuania,Parents,15-29,6,2020,Baseline,99,4
Lithuania,Parents,15-29,6,2020,Excess,12,4
Lithuania,Parents,15-29,7,2020,Baseline,104,3
Lithuania,Parents,15-29,7,2020,Excess,4,4
Lithuania,Parents,15-29,8,2020,Baseline,89,3
Lithuania,Parents,15-29,8,2020,Excess,21,5
Lithuania,Parents,15-29,9,2020,Baseline,102,4
Lithuania,Parents,15-29,9,2020,Excess,8,6
Lithuania,Parents,15-29,10,2020,Baseline,111,4
Lithuania,Parents,15-29,10,2020,Excess,5,5
Lithuania,Parents,15-29,11,2020,Baseline,105,3
Lithuania,Parents,15-29,11,2020,Excess,27,5
Lithuania,Parents,15-29,12,2020,Baseline,109,4
Lithuania,Parents,15-29,12,2020,Excess,60,5
Lithuania,Parents,15-29,1,2021,Baseline,126,4
Lithuania,Parents,15-29,1,2021,Excess,29,5
Lithuania,Parents,15-29,2,2021,Baseline,116,4
Lithuania,Parents,15-29,2,2021,Excess,6,6
Lithuania,Parents,15-29,3,2021,Baseline,110,4
Lithuania,Parents,15-29,3,2021,Excess,1,6
Lithuania,Parents,15-29,4,2021,Baseline,107,3
Lithuania,Parents,15-29,4,2021,Excess,9,5
Lithuania,Parents,15-29,5,2021,Baseline,109,3
Lithuania,Parents,15-29,5,2021,Excess,12,5
Lithuania,Parents,15-29,6,2021,Baseline,107,4
Lithuania,Parents,15-29,6,2021,Excess,12,5
Lithuania,Parents,30-44,3,2020,Baseline,224,5
Lithuania,Parents,30-44,3,2020,Excess,-10,6
Lithuania,Parents,30-44,4,2020,Baseline,216,4
Lithuania,Parents,30-44,4,2020,Excess,17,7
Lithuania,Parents,30-44,5,2020,Baseline,214,4
Lithuania,Parents,30-44,5,2020,Excess,3,6
Lithuania,Parents,30-44,6,2020,Baseline,209,4
Lithuania,Parents,30-44,6,2020,Excess,18,7
Lithuania,Parents,30-44,7,2020,Baseline,206,4
Lithuania,Parents,30-44,7,2020,Excess,11,7
Lithuania,Parents,30-44,8,2020,Baseline,201,5
Lithuania,Parents,30-44,8,2020,Excess,23,6
Lithuania,Parents,30-44,9,2020,Baseline,204,4
Lithuania,Parents,30-44,9,2020,Excess,21,6
Lithuania,Parents,30-44,10,2020,Baseline,208,5
Lithuania,Parents,30-44,10,2020,Excess,30,7
Lithuania,Parents,30-44,11,2020,Baseline,222,5
Lithuania,Parents,30-44,11,2020,Excess,67,8
Lithuania,Parents,30-44,12,2020,Baseline,231,5
Lithuania,Parents,30-44,12,2020,Excess,144,8
Lithuania,Parents,30-44,1,2021,Baseline,259,5
Lithuania,Parents,30-44,1,2021,Excess,77,8
Lithuania,Parents,30-44,2,2021,Baseline,256,5
Lithuania,Parents,30-44,2,2021,Excess,-0,8
Lithuania,Parents,30-44,3,2021,Baseline,238,4
Lithuania,Parents,30-44,3,2021,Excess,11,7
Lithuania,Parents,30-44,4,2021,Baseline,237,5
Lithuania,Parents,30-44,4,2021,Excess,11,7
Lithuania,Parents,30-44,5,2021,Baseline,220,5
Lithuania,Parents,30-44,5,2021,Excess,29,7
Lithuania,Parents,30-44,6,2021,Baseline,213,4
Lithuania,Parents,30-44,6,2021,Excess,40,6
Lithuania,Parents,45-64,3,2020,Baseline,313,5
Lithuania,Parents,45-64,3,2020,Excess,-7,7
Lithuania,Parents,45-64,4,2020,Baseline,317,5
Lithuania,Parents,45-64,4,2020,Excess,-22,7
Lithuania,Parents,45-64,5,2020,Baseline,287,5
Lithuania,Parents,45-64,5,2020,Excess,1,7
Lithuania,Parents,45-64,6,2020,Baseline,280,5
Lithuania,Parents,45-64,6,2020,Excess,16,7
Lithuania,Parents,45-64,7,2020,Baseline,264,5
Lithuania,Parents,45-64,7,2020,Excess,13,7
Lithuania,Parents,45-64,8,2020,Baseline,262,5
Lithuania,Parents,45-64,8,2020,Excess,16,7
Lithuania,Parents,45-64,9,2020,Baseline,264,5
Lithuania,Parents,45-64,9,2020,Excess,6,6
Lithuania,Parents,45-64,10,2020,Baseline,289,5
Lithuania,Parents,45-64,10,2020,Excess,17,7
Lithuania,Parents,45-64,11,2020,Baseline,296,5
Lithuania,Parents,45-64,11,2020,Excess,118,8
Lithuania,Parents,45-64,12,2020,Baseline,300,5
Lithuania,Parents,45-64,12,2020,Excess,234,8
Lithuania,Parents,45-64,1,2021,Baseline,353,5
Lithuania,Parents,45-64,1,2021,Excess,105,8
Lithuania,Parents,45-64,2,2021,Baseline,364,6
Lithuania,Parents,45-64,2,2021,Excess,-12,8
Lithuania,Parents,45-64,3,2021,Baseline,319,5
Lithuania,Parents,45-64,3,2021,Excess,11,7
Lithuania,Parents,45-64,4,2021,Baseline,306,5
Lithuania,Parents,45-64,4,2021,Excess,16,8
Lithuania,Parents,45-64,5,2021,Baseline,286,4
Lithuania,Parents,45-64,5,2021,Excess,37,7
Lithuania,Parents,45-64,6,2021,Baseline,286,5
Lithuania,Parents,45-64,6,2021,Excess,32,7
Lithuania,Parents,65+,3,2020,Baseline,80,3
Lithuania,Parents,65+,3,2020,Excess,1,4
Lithuania,Parents,65+,4,2020,Baseline,80,2
Lithuania,Parents,65+,4,2020,Excess,-5,3
Lithuania,Parents,65+,5,2020,Baseline,72,3
Lithuania,Parents,65+,5,2020,Excess,-2,4
Lithuania,Parents,65+,6,2020,Baseline,71,2
Lithuania,Parents,65+,6,2020,Excess,-0,3
Lithuania,Parents,65+,7,2020,Baseline,67,2
Lithuania,Parents,65+,7,2020,Excess,1,3
Lithuania,Parents,65+,8,2020,Baseline,66,2
Lithuania,Parents,65+,8,2020,Excess,9,3
Lithuania,Parents,65+,9,2020,Baseline,65,2
Lithuania,Parents,65+,9,2020,Excess,1,3
Lithuania,Parents,65+,10,2020,Baseline,76,3
Lithuania,Parents,65+,10,2020,Excess,0,3
Lithuania,Parents,65+,11,2020,Baseline,70,3
Lithuania,Parents,65+,11,2020,Excess,27,4
Lithuania,Parents,65+,12,2020,Baseline,70,2
Lithuania,Parents,65+,12,2020,Excess,61,4
Lithuania,Parents,65+,1,2021,Baseline,87,3
Lithuania,Parents,65+,1,2021,Excess,18,4
Lithuania,Parents,65+,2,2021,Baseline,88,3
Lithuania,Parents,65+,2,2021,Excess,-9,4
Lithuania,Parents,65+,3,2021,Baseline,75,3
Lithuania,Parents,65+,3,2021,Excess,-1,3
Lithuania,Parents,65+,4,2021,Baseline,67,2
Lithuania,Parents,65+,4,2021,Excess,2,3
Lithuania,Parents,65+,5,2021,Baseline,74,2
Lithuania,Parents,65+,5,2021,Excess,-0,3
Lithuania,Parents,65+,6,2021,Baseline,65,2
Lithuania,Parents,65+,6,2021,Excess,8,3
Lithuania,Siblings,0-14,3,2020,Baseline,5,1
Lithuania,Siblings,0-14,3,2020,Excess,-2,1
Lithuania,Siblings,0-14,4,2020,Baseline,5,1
Lithuania,Siblings,0-14,4,2020,Excess,-1,1
Lithuania,Siblings,0-14,5,2020,Baseline,5,1
Lithuania,Siblings,0-14,5,2020,Excess,-1,1
Lithuania,Siblings,0-14,6,2020,Baseline,6,1
Lithuania,Siblings,0-14,6,2020,Excess,-1,1
Lithuania,Siblings,0-14,7,2020,Baseline,5,1
Lithuania,Siblings,0-14,7,2020,Excess,-1,1
Lithuania,Siblings,0-14,8,2020,Baseline,5,1
Lithuania,Siblings,0-14,8,2020,Excess,-2,1
Lithuania,Siblings,0-14,9,2020,Baseline,6,1
Lithuania,Siblings,0-14,9,2020,Excess,-2,1
Lithuania,Siblings,0-14,10,2020,Baseline,5,1
Lithuania,Siblings,0-14,10,2020,Excess,-1,1
Lithuania,Siblings,0-14,11,2020,Baseline,5,1
Lithuania,Siblings,0-14,11,2020,Excess,0,1
Lithuania,Siblings,0-14,12,2020,Baseline,3,1
Lithuania,Siblings,0-14,12,2020,Excess,1,1
Lithuania,Siblings,0-14,1,2021,Baseline,5,1
Lithuania,Siblings,0-14,1,2021,Excess,-0,1
Lithuania,Siblings,0-14,2,2021,Baseline,5,1
Lithuania,Siblings,0-14,2,2021,Excess,-2,1
Lithuania,Siblings,0-14,3,2021,Baseline,3,1
Lithuania,Siblings,0-14,3,2021,Excess,1,1
Lithuania,Siblings,0-14,4,2021,Baseline,3,1
Lithuania,Siblings,0-14,4,2021,Excess,0,1
Lithuania,Siblings,0-14,5,2021,Baseline,5,1
Lithuania,Siblings,0-14,5,2021,Excess,-1,1
Lithuania,Siblings,0-14,6,2021,Baseline,6,1
Lithuania,Siblings,0-14,6,2021,Excess,-3,1
Lithuania,Siblings,15-29,3,2020,Baseline,14,1
Lithuania,Siblings,15-29,3,2020,Excess,-0,2
Lithuania,Siblings,15-29,4,2020,Baseline,16,1
Lithuania,Siblings,15-29,4,2020,Excess,0,2
Lithuania,Siblings,15-29,5,2020,Baseline,15,1
Lithuania,Siblings,15-29,5,2020,Excess,-1,2
Lithuania,Siblings,15-29,6,2020,Baseline,14,1
Lithuania,Siblings,15-29,6,2020,Excess,4,2
Lithuania,Siblings,15-29,7,2020,Baseline,13,1
Lithuania,Siblings,15-29,7,2020,Excess,3,2
Lithuania,Siblings,15-29,8,2020,Baseline,12,1
Lithuania,Siblings,15-29,8,2020,Excess,5,2
Lithuania,Siblings,15-29,9,2020,Baseline,14,1
Lithuania,Siblings,15-29,9,2020,Excess,2,2
