country,kintype,age,sex,month,year,measure,estimate,se
Spain,Grandparents,45-64,Female,9,2020,Excess,-3,4
Spain,Grandparents,45-64,Female,10,2020,Baseline,68,2
Spain,Grandparents,45-64,Female,10,2020,Excess,3,4
Spain,Grandparents,45-64,Female,11,2020,Baseline,74,3
Spain,Grandparents,45-64,Female,11,2020,Excess,7,4
Spain,Grandparents,45-64,Female,12,2020,Baseline,85,3
Spain,Grandparents,45-64,Female,12,2020,Excess,-13,4
Spain,Grandparents,45-64,Female,1,2021,Baseline,95,4
Spain,Grandparents,45-64,Female,1,2021,Excess,0,5
Spain,Grandparents,45-64,Female,2,2021,Baseline,79,3
Spain,Grandparents,45-64,Female,2,2021,Excess,-1,4
Spain,Grandparents,45-64,Female,3,2021,Baseline,70,3
Spain,Grandparents,45-64,Female,3,2021,Excess,-11,4
Spain,Grandparents,45-64,Female,4,2021,Baseline,61,3
Spain,Grandparents,45-64,Female,4,2021,Excess,-4,4
Spain,Grandparents,45-64,Female,5,2021,Baseline,59,3
Spain,Grandparents,45-64,Female,5,2021,Excess,-7,4
Spain,Grandparents,45-64,Female,6,2021,Baseline,62,3
Spain,Grandparents,45-64,Female,6,2021,Excess,-7,4
Spain,Grandparents,45-64,Male,3,2020,Baseline,84,3
Spain,Grandparents,45-64,Male,3,2020,Excess,58,6
Spain,Grandparents,45-64,Male,4,2020,Baseline,73,3
Spain,Grandparents,45-64,Male,4,2020,Excess,155,6
Spain,Grandparents,45-64,Male,5,2020,Baseline,71,3
Spain,Grandparents,45-64,Male,5,2020,Excess,-4,4
Spain,Grandparents,45-64,Male,6,2020,Baseline,68,3
Spain,Grandparents,45-64,Male,6,2020,Excess,-3,4
Spain,Grandparents,45-64,Male,7,2020,Baseline,69,3
Spain,Grandparents,45-64,Male,7,2020,Excess,-3,4
Spain,Grandparents,45-64,Male,8,2020,Baseline,73,3
Spain,Grandparents,45-64,Male,8,2020,Excess,-0,5
Spain,Grandparents,45-64,Male,9,2020,Baseline,65,3
Spain,Grandparents,45-64,Male,9,2020,Excess,1,5
Spain,Grandparents,45-64,Male,10,2020,Baseline,71,3
Spain,Grandparents,45-64,Male,10,2020,Excess,2,4
Spain,Grandparents,45-64,Male,11,2020,Baseline,71,3
Spain,Grandparents,45-64,Male,11,2020,Excess,16,4
Spain,Grandparents,45-64,Male,12,2020,Baseline,81,3
Spain,Grandparents,45-64,Male,12,2020,Excess,-4,4
Spain,Grandparents,45-64,Male,1,2021,Baseline,96,3
Spain,Grandparents,45-64,Male,1,2021,Excess,1,5
Spain,Grandparents,45-64,Male,2,2021,Baseline,83,4
Spain,Grandparents,45-64,Male,2,2021,Excess,-7,5
Spain,Grandparents,45-64,Male,3,2021,Baseline,75,3
Spain,Grandparents,45-64,Male,3,2021,Excess,-19,4
Spain,Grandparents,45-64,Male,4,2021,Baseline,69,3
Spain,Grandparents,45-64,Male,4,2021,Excess,-13,4
Spain,Grandparents,45-64,Male,5,2021,Baseline,64,3
Spain,Grandparents,45-64,Male,5,2021,Excess,-10,4
Spain,Grandparents,45-64,Male,6,2021,Baseline,63,3
Spain,Grandparents,45-64,Male,6,2021,Excess,-7,4
Spain,Parents,0-14,Female,3,2020,Baseline,19,2
Spain,Parents,0-14,Female,3,2020,Excess,2,3
Spain,Parents,0-14,Female,4,2020,Baseline,11,2
Spain,Parents,0-14,Female,4,2020,Excess,11,3
Spain,Parents,0-14,Female,5,2020,Baseline,16,2
Spain,Parents,0-14,Female,5,2020,Excess,4,3
Spain,Parents,0-14,Female,6,2020,Baseline,14,2
Spain,Parents,0-14,Female,6,2020,Excess,2,3
Spain,Parents,0-14,Female,7,2020,Baseline,16,2
Spain,Parents,0-14,Female,7,2020,Excess,1,3
Spain,Parents,0-14,Female,8,2020,Baseline,16,2
Spain,Parents,0-14,Female,8,2020,Excess,7,3
Spain,Parents,0-14,Female,9,2020,Baseline,16,2
Spain,Parents,0-14,Female,9,2020,Excess,5,3
Spain,Parents,0-14,Female,10,2020,Baseline,17,2
Spain,Parents,0-14,Female,10,2020,Excess,10,3
Spain,Parents,0-14,Female,11,2020,Baseline,20,2
Spain,Parents,0-14,Female,11,2020,Excess,2,3
Spain,Parents,0-14,Female,12,2020,Baseline,16,2
Spain,Parents,0-14,Female,12,2020,Excess,5,3
Spain,Parents,0-14,Female,1,2021,Baseline,23,2
Spain,Parents,0-14,Female,1,2021,Excess,2,4
Spain,Parents,0-14,Female,2,2021,Baseline,20,2
Spain,Parents,0-14,Female,2,2021,Excess,7,4
Spain,Parents,0-14,Female,3,2021,Baseline,22,2
Spain,Parents,0-14,Female,3,2021,Excess,-2,3
Spain,Parents,0-14,Female,4,2021,Baseline,21,3
Spain,Parents,0-14,Female,4,2021,Excess,1,4
Spain,Parents,0-14,Female,5,2021,Baseline,22,2
Spain,Parents,0-14,Female,5,2021,Excess,-3,4
Spain,Parents,0-14,Female,6,2021,Baseline,20,2
Spain,Parents,0-14,Female,6,2021,Excess,-2,3
Spain,Parents,0-14,Male,3,2020,Baseline,18,2
Spain,Parents,0-14,Male,3,2020,Excess,4,3
Spain,Parents,0-14,Male,4,2020,Baseline,18,2
Spain,Parents,0-14,Male,4,2020,Excess,0,3
Spain,Parents,0-14,Male,5,2020,Baseline,17,2
Spain,Parents,0-14,Male,5,2020,Excess,6,3
Spain,Parents,0-14,Male,6,2020,Baseline,17,2
Spain,Parents,0-14,Male,6,2020,Excess,-0,3
Spain,Parents,0-14,Male,7,2020,Baseline,16,2
Spain,Parents,0-14,Male,7,2020,Excess,2,3
Spain,Parents,0-14,Male,8,2020,Baseline,15,2
Spain,Parents,0-14,Male,8,2020,Excess,5,3
Spain,Parents,0-14,Male,9,2020,Baseline,15,2
Spain,Parents,0-14,Male,9,2020,Excess,8,3
Spain,Parents,0-14,Male,10,2020,Baseline,18,2
Spain,Parents,0-14,Male,10,2020,Excess,9,3
Spain,Parents,0-14,Male,11,2020,Baseline,15,2
Spain,Parents,0-14,Male,11,2020,Excess,7,3
Spain,Parents,0-14,Male,12,2020,Baseline,15,2
Spain,Parents,0-14,Male,12,2020,Excess,6,3
Spain,Parents,0-14,Male,1,2021,Baseline,23,2
Spain,Parents,0-14,Male,1,2021,Excess,1,4
Spain,Parents,0-14,Male,2,2021,Baseline,19,2
Spain,Parents,0-14,Male,2,2021,Excess,6,3
Spain,Parents,0-14,Male,3,2021,Baseline,18,2
Spain,Parents,0-14,Male,3,2021,Excess,1,3
Spain,Parents,0-14,Male,4,2021,Baseline,20,2
Spain,Parents,0-14,Male,4,2021,Excess,2,3
Spain,Parents,0-14,Male,5,2021,Baseline,21,3
Spain,Parents,0-14,Male,5,2021,Excess,-1,3
Spain,Parents,0-14,Male,6,2021,Baseline,16,2
Spain,Parents,0-14,Male,6,2021,Excess,10,3
Spain,Parents,15-29,Female,3,2020,Baseline,47,3
Spain,Parents,15-29,Female,3,2020,Excess,19,4
Spain,Parents,15-29,Female,4,2020,Baseline,50,3
Spain,Parents,15-29,Female,4,2020,Excess,5,5
Spain,Parents,15-29,Female,5,2020,Baseline,46,3
Spain,Parents,15-29,Female,5,2020,Excess,8,4
Spain,Parents,15-29,Female,6,2020,Baseline,47,4
Spain,Parents,15-29,Female,6,2020,Excess,7,5
Spain,Parents,15-29,Female,7,2020,Baseline,44,3
Spain,Parents,15-29,Female,7,2020,Excess,1,5
Spain,Parents,15-29,Female,8,2020,Baseline,54,3
Spain,Parents,15-29,Female,8,2020,Excess,-5,5
Spain,Parents,15-29,Female,9,2020,Baseline,47,3
Spain,Parents,15-29,Female,9,2020,Excess,5,5
Spain,Parents,15-29,Female,10,2020,Baseline,51,3
Spain,Parents,15-29,Female,10,2020,Excess,10,5
Spain,Parents,15-29,Female,11,2020,Baseline,59,4
Spain,Parents,15-29,Female,11,2020,Excess,-1,5
Spain,Parents,15-29,Female,12,2020,Baseline,53,3
Spain,Parents,15-29,Female,12,2020,Excess,10,5
Spain,Parents,15-29,Female,1,2021,Baseline,57,4
Spain,Parents,15-29,Female,1,2021,Excess,13,6
Spain,Parents,15-29,Female,2,2021,Baseline,63,4
Spain,Parents,15-29,Female,2,2021,Excess,6,6
Spain,Parents,15-29,Female,3,2021,Baseline,54,3
Spain,Parents,15-29,Female,3,2021,Excess,4,5
Spain,Parents,15-29,Female,4,2021,Baseline,55,4
Spain,Parents,15-29,Female,4,2021,Excess,-0,5
Spain,Parents,15-29,Female,5,2021,Baseline,52,4
Spain,Parents,15-29,Female,5,2021,Excess,5,5
Spain,Parents,15-29,Female,6,2021,Baseline,50,3
Spain,Parents,15-29,Female,6,2021,Excess,1,5
Spain,Parents,15-29,Male,3,2020,Baseline,53,3
Spain,Parents,15-29,Male,3,2020,Excess,7,5
Spain,Parents,15-29,Male,4,2020,Baseline,44,3
Spain,Parents,15-29,Male,4,2020,Excess,20,5
Spain,Parents,15-29,Male,5,2020,Baseline,50,4
Spain,Parents,15-29,Male,5,2020,Excess,1,5
Spain,Parents,15-29,Male,6,2020,Baseline,48,3
Spain,Parents,15-29,Male,6,2020,Excess,3,4
Spain,Parents,15-29,Male,7,2020,Baseline,49,3
Spain,Parents,15-29,Male,7,2020,Excess,-1,5
Spain,Parents,15-29,Male,8,2020,Baseline,48,4
Spain,Parents,15-29,Male,8,2020,Excess,-0,5
Spain,Parents,15-29,Male,9,2020,Baseline,48,3
Spain,Parents,15-29,Male,9,2020,Excess,-0,4
Spain,Parents,15-29,Male,10,2020,Baseline,46,3
Spain,Parents,15-29,Male,10,2020,Excess,17,5
Spain,Parents,15-29,Male,11,2020,Baseline,58,4
Spain,Parents,15-29,Male,11,2020,Excess,-0,5
Spain,Parents,15-29,Male,12,2020,Baseline,50,3
Spain,Parents,15-29,Male,12,2020,Excess,10,5
Spain,Parents,15-29,Male,1,2021,Baseline,62,3
Spain,Parents,15-29,Male,1,2021,Excess,11,6
Spain,Parents,15-29,Male,2,2021,Baseline,58,4
Spain,Parents,15-29,Male,2,2021,Excess,12,5
Spain,Parents,15-29,Male,3,2021,Baseline,52,3
Spain,Parents,15-29,Male,3,2021,Excess,2,5
Spain,Parents,15-29,Male,4,2021,Baseline,62,4
Spain,Parents,15-29,Male,4,2021,Excess,-3,5
Spain,Parents,15-29,Male,5,2021,Baseline,60,3
Spain,Parents,15-29,Male,5,2021,Excess,-5,5
Spain,Parents,15-29,Male,6,2021,Baseline,51,4
Spain,Parents,15-29,Male,6,2021,Excess,4,5
Spain,Parents,30-44,Female,3,2020,Baseline,154,4
Spain,Parents,30-44,Female,3,2020,Excess,62,9
Spain,Parents,30-44,Female,4,2020,Baseline,143,5
Spain,Parents,30-44,Female,4,2020,Excess,71,8
Spain,Parents,30-44,Female,5,2020,Baseline,132,5
Spain,Parents,30-44,Female,5,2020,Excess,8,8
Spain,Parents,30-44,Female,6,2020,Baseline,138,5
Spain,Parents,30-44,Female,6,2020,Excess,-5,8
Spain,Parents,30-44,Female,7,2020,Baseline,135,5
Spain,Parents,30-44,Female,7,2020,Excess,6,7
Spain,Parents,30-44,Female,8,2020,Baseline,140,5
Spain,Parents,30-44,Female,8,2020,Excess,4,7
Spain,Parents,30-44,Female,9,2020,Baseline,133,5
Spain,Parents,30-44,Female,9,2020,Excess,11,6
Spain,Parents,30-44,Female,10,2020,Baseline,146,6
Spain,Parents,30-44,Female,10,2020,Excess,12,8
Spain,Parents,30-44,Female,11,2020,Baseline,156,5
Spain,Parents,30-44,Female,11,2020,Excess,25,8
Spain,Parents,30-44,Female,12,2020,Baseline,160,5
Spain,Parents,30-44,Female,12,2020,Excess,15,8
Spain,Parents,30-44,Female,1,2021,Baseline,189,6
Spain,Parents,30-44,Female,1,2021,Excess,21,9
Spain,Parents,30-44,Female,2,2021,Baseline,177,5
Spain,Parents,30-44,Female,2,2021,Excess,22,8
Spain,Parents,30-44,Female,3,2021,Baseline,155,6
Spain,Parents,30-44,Female,3,2021,Excess,15,7
Spain,Parents,30-44,Female,4,2021,Baseline,156,5
Spain,Parents,30-44,Female,4,2021,Excess,2,8
Spain,Parents,30-44,Female,5,2021,Baseline,144,5
Spain,Parents,30-44,Female,5,2021,Excess,5,7
Spain,Parents,30-44,Female,6,2021,Baseline,143,5
Spain,Parents,30-44,Female,6,2021,Excess,5,7
Spain,Parents,30-44,Male,3,2020,Baseline,146,6
Spain,Parents,30-44,Male,3,2020,Excess,74,9
Spain,Parents,30-44,Male,4,2020,Baseline,136,5
Spain,Parents,30-44,Male,4,2020,Excess,87,7
Spain,Parents,30-44,Male,5,2020,Baseline,136,5
Spain,Parents,30-44,Male,5,2020,Excess,2,6
Spain,Parents,30-44,Male,6,2020,Baseline,132,6
Spain,Parents,30-44,Male,6,2020,Excess,4,7
Spain,Parents,30-44,Male,7,2020,Baseline,138,5
Spain,Parents,30-44,Male,7,2020,Excess,6,8
Spain,Parents,30-44,Male,8,2020,Baseline,142,5
Spain,Parents,30-44,Male,8,2020,Excess,-6,7
Spain,Parents,30-44,Male,9,2020,Baseline,134,5
Spain,Parents,30-44,Male,9,2020,Excess,17,7
Spain,Parents,30-44,Male,10,2020,Baseline,143,5
Spain,Parents,30-44,Male,10,2020,Excess,21,7
Spain,Parents,30-44,Male,11,2020,Baseline,149,5
Spain,Parents,30-44,Male,11,2020,Excess,22,7
Spain,Parents,30-44,Male,12,2020,Baseline,162,5
Spain,Parents,30-44,Male,12,2020,Excess,13,8
Spain,Parents,30-44,Male,1,2021,Baseline,180,5
Spain,Parents,30-44,Male,1,2021,Excess,19,8
Spain,Parents,30-44,Male,2,2021,Baseline,169,6
Spain,Parents,30-44,Male,2,2021,Excess,23,7
Spain,Parents,30-44,Male,3,2021,Baseline,158,5
Spain,Parents,30-44,Male,3,2021,Excess,8,7
Spain,Parents,30-44,Male,4,2021,Baseline,157,6
Spain,Parents,30-44,Male,4,2021,Excess,3,8
Spain,Parents,30-44,Male,5,2021,Baseline,146,5
Spain,Parents,30-44,Male,5,2021,Excess,6,8
Spain,Parents,30-44,Male,6,2021,Baseline,141,5
Spain,Parents,30-44,Male,6,2021,Excess,6,7
Spain,Parents,45-64,Female,3,2020,Baseline,397,6
Spain,Parents,45-64,Female,3,2020,Excess,255,12
Spain,Parents,45-64,Female,4,2020,Baseline,375,7
Spain,Parents,45-64,Female,4,2020,Excess,370,13
Spain,Parents,45-64,Female,5,2020,Baseline,351,7
Spain,Parents,45-64,Female,5,2020,Excess,-5,9
Spain,Parents,45-64,Female,6,2020,Baseline,330,8
Spain,Parents,45-64,Female,6,2020,Excess,-20,11
Spain,Parents,45-64,Female,7,2020,Baseline,356,7
Spain,Parents,45-64,Female,7,2020,Excess,-17,9
Spain,Parents,45-64,Female,8,2020,Baseline,338,7
Spain,Parents,45-64,Female,8,2020,Excess,23,9
Spain,Parents,45-64,Female,9,2020,Baseline,335,6
Spain,Parents,45-64,Female,9,2020,Excess,19,9
Spain,Parents,45-64,Female,10,2020,Baseline,360,7
Spain,Parents,45-64,Female,10,2020,Excess,36,10
Spain,Parents,45-64,Female,11,2020,Baseline,387,7
Spain,Parents,45-64,Female,11,2020,Excess,72,11
Spain,Parents,45-64,Female,12,2020,Baseline,438,8
Spain,Parents,45-64,Female,12,2020,Excess,-4,11
Spain,Parents,45-64,Female,1,2021,Baseline,505,9
Spain,Parents,45-64,Female,1,2021,Excess,46,12
Spain,Parents,45-64,Female,2,2021,Baseline,453,9
Spain,Parents,45-64,Female,2,2021,Excess,5,13
Spain,Parents,45-64,Female,3,2021,Baseline,417,8
Spain,Parents,45-64,Female,3,2021,Excess,-54,11
Spain,Parents,45-64,Female,4,2021,Baseline,381,7
Spain,Parents,45-64,Female,4,2021,Excess,-28,10
Spain,Parents,45-64,Female,5,2021,Baseline,367,7
Spain,Parents,45-64,Female,5,2021,Excess,-38,8
Spain,Parents,45-64,Female,6,2021,Baseline,354,7
Spain,Parents,45-64,Female,6,2021,Excess,-18,10
Spain,Parents,45-64,Male,3,2020,Baseline,396,6
Spain,Parents,45-64,Male,3,2020,Excess,240,10
Spain,Parents,45-64,Male,4,2020,Baseline,381,6
Spain,Parents,45-64,Male,4,2020,Excess,363,13
Spain,Parents,45-64,Male,5,2020,Baseline,348,7
Spain,Parents,45-64,Male,5,2020,Excess,1,9
Spain,Parents,45-64,Male,6,2020,Baseline,336,7
Spain,Parents,45-64,Male,6,2020,Excess,-24,10
Spain,Parents,45-64,Male,7,2020,Baseline,342,7
Spain,Parents,45-64,Male,7,2020,Excess,-9,9
Spain,Parents,45-64,Male,8,2020,Baseline,340,7
Spain,Parents,45-64,Male,8,2020,Excess,21,10
Spain,Parents,45-64,Male,9,2020,Baseline,329,7
Spain,Parents,45-64,Male,9,2020,Excess,27,9
Spain,Parents,45-64,Male,10,2020,Baseline,348,7
Spain,Parents,45-64,Male,10,2020,Excess,54,10
Spain,Parents,45-64,Male,11,2020,Baseline,385,7
Spain,Parents,45-64,Male,11,2020,Excess,72,11
Spain,Parents,45-64,Male,12,2020,Baseline,444,8
Spain,Parents,45-64,Male,12,2020,Excess,-23,11
Spain,Parents,45-64,Male,1,2021,Baseline,517,8
Spain,Parents,45-64,Male,1,2021,Excess,26,13
Spain,Parents,45-64,Male,2,2021,Baseline,451,8
Spain,Parents,45-64,Male,2,2021,Excess,-1,11
Spain,Parents,45-64,Male,3,2021,Baseline,403,7
Spain,Parents,45-64,Male,3,2021,Excess,-31,9
Spain,Parents,45-64,Male,4,2021,Baseline,373,7
Spain,Parents,45-64,Male,4,2021,Excess,-27,9
Spain,Parents,45-64,Male,5,2021,Baseline,362,7
Spain,Parents,45-64,Male,5,2021,Excess,-21,11
Spain,Parents,45-64,Male,6,2021,Baseline,349,6
Spain,Parents,45-64,Male,6,2021,Excess,-22,9
Spain,Parents,65+,Female,3,2020,Baseline,121,4
Spain,Parents,65+,Female,3,2020,Excess,84,6
Spain,Parents,65+,Female,4,2020,Baseline,109,4
Spain,Parents,65+,Female,4,2020,Excess,197,7
Spain,Parents,65+,Female,5,2020,Baseline,97,3
Spain,Parents,65+,Female,5,2020,Excess,0,4
Spain,Parents,65+,Female,6,2020,Baseline,97,3
Spain,Parents,65+,Female,6,2020,Excess,-8,5
Spain,Parents,65+,Female,7,2020,Baseline,103,3
Spain,Parents,65+,Female,7,2020,Excess,-8,5
Spain,Parents,65+,Female,8,2020,Baseline,100,3
Spain,Parents,65+,Female,8,2020,Excess,1,4
Spain,Parents,65+,Female,9,2020,Baseline,92,3
Spain,Parents,65+,Female,9,2020,Excess,1,5
Spain,Parents,65+,Female,10,2020,Baseline,97,3
Spain,Parents,65+,Female,10,2020,Excess,9,5
Spain,Parents,65+,Female,11,2020,Baseline,103,4
Spain,Parents,65+,Female,11,2020,Excess,16,5
Spain,Parents,65+,Female,12,2020,Baseline,116,4
Spain,Parents,65+,Female,12,2020,Excess,-9,5
Spain,Parents,65+,Female,1,2021,Baseline,141,4
Spain,Parents,65+,Female,1,2021,Excess,12,6
Spain,Parents,65+,Female,2,2021,Baseline,118,4
Spain,Parents,65+,Female,2,2021,Excess,-5,5
Spain,Parents,65+,Female,3,2021,Baseline,105,3
Spain,Parents,65+,Female,3,2021,Excess,-19,5
Spain,Parents,65+,Female,4,2021,Baseline,99,3
Spain,Parents,65+,Female,4,2021,Excess,-14,4
Spain,Parents,65+,Female,5,2021,Baseline,91,3
Spain,Parents,65+,Female,5,2021,Excess,-10,4
Spain,Parents,65+,Female,6,2021,Baseline,93,4
Spain,Parents,65+,Female,6,2021,Excess,-11,5
Spain,Parents,65+,Male,3,2020,Baseline,143,4
Spain,Parents,65+,Male,3,2020,Excess,101,8
Spain,Parents,65+,Male,4,2020,Baseline,131,4
Spain,Parents,65+,Male,4,2020,Excess,212,8
Spain,Parents,65+,Male,5,2020,Baseline,119,4
Spain,Parents,65+,Male,5,2020,Excess,-4,5
Spain,Parents,65+,Male,6,2020,Baseline,115,4
Spain,Parents,65+,Male,6,2020,Excess,-8,5
Spain,Parents,65+,Male,7,2020,Baseline,110,4
Spain,Parents,65+,Male,7,2020,Excess,-2,6
Spain,Parents,65+,Male,8,2020,Baseline,115,4
Spain,Parents,65+,Male,8,2020,Excess,2,5
Spain,Parents,65+,Male,9,2020,Baseline,102,4
Spain,Parents,65+,Male,9,2020,Excess,11,6
Spain,Parents,65+,Male,10,2020,Baseline,114,4
Spain,Parents,65+,Male,10,2020,Excess,6,6
Spain,Parents,65+,Male,11,2020,Baseline,125,4
Spain,Parents,65+,Male,11,2020,Excess,14,6
Spain,Parents,65+,Male,12,2020,Baseline,140,4
Spain,Parents,65+,Male,12,2020,Excess,-10,5
Spain,Parents,65+,Male,1,2021,Baseline,161,5
Spain,Parents,65+,Male,1,2021,Excess,9,6
Spain,Parents,65+,Male,2,2021,Baseline,144,5
Spain,Parents,65+,Male,2,2021,Excess,-16,5
Spain,Parents,65+,Male,3,2021,Baseline,119,4
Spain,Parents,65+,Male,3,2021,Excess,-16,6
Spain,Parents,65+,Male,4,2021,Baseline,117,4
Spain,Parents,65+,Male,4,2021,Excess,-15,6
Spain,Parents,65+,Male,5,2021,Baseline,101,4
Spain,Parents,65+,Male,5,2021,Excess,-12,5
Spain,Parents,65+,Male,6,2021,Baseline,109,4
Spain,Parents,65+,Male,6,2021,Excess,-16,6
Spain,Siblings,0-14,Female,3,2020,Baseline,2,1
Spain,Siblings,0-14,Female,3,2020,Excess,-1,1
Spain,Siblings,0-14,Female,4,2020,Baseline,2,1
Spain,Siblings,0-14,Female,4,2020,Excess,2,1
Spain,Siblings,0-14,Female,5,2020,Baseline,1,1
Spain,Siblings,0-14,Female,5,2020,Excess,-0,1
Spain,Siblings,0-14,Female,6,2020,Baseline,2,1
Spain,Siblings,0-14,Female,6,2020,Excess,-1,1
Spain,Siblings,0-14,Female,7,2020,Baseline,2,1
Spain,Siblings,0-14,Female,7,2020,Excess,-1,1
Spain,Siblings,0-14,Female,8,2020,Baseline,1,0
Spain,Siblings,0-14,Female,8,2020,Excess,0,1
Spain,Siblings,0-14,Female,9,2020,Baseline,2,1
Spain,Siblings,0-14,Female,9,2020,Excess,0,1
Spain,Siblings,0-14,Female,10,2020,Baseline,1,0
Spain,Siblings,0-14,Female,10,2020,Excess,0,1
Spain,Siblings,0-14,Female,11,2020,Baseline,3,1
Spain,Siblings,0-14,Female,11,2020,Excess,-1,1
Spain,Siblings,0-14,Female,12,2020,Baseline,3,1
Spain,Siblings,0-14,Female,12,2020,Excess,-1,1
Spain,Siblings,0-14,Female,1,2021,Baseline,1,1
Spain,Siblings,0-14,Female,1,2021,Excess,-0,1
Spain,Siblings,0-14,Female,2,2021,Baseline,2,1
Spain,Siblings,0-14,Female,2,2021,Excess,-1,1
Spain,Siblings,0-14,Female,3,2021,Baseline,2,1
Spain,Siblings,0-14,Female,3,2021,Excess,-1,1
Spain,Siblings,0-14,Female,4,2021,Baseline,2,1
Spain,Siblings,0-14,Female,4,2021,Excess,1,1
Spain,Siblings,0-14,Female,5,2021,Baseline,2,1
Spain,Siblings,0-14,Female,5,2021,Excess,0,1
Spain,Siblings,0-14,Female,6,2021,Baseline,1,1
Spain,Siblings,0-14,Female,6,2021,Excess,1,1
Spain,Siblings,0-14,Male,3,2020,Baseline,3,1
Spain,Siblings,0-14,Male,3,2020,Excess,-2,1
Spain,Siblings,0-14,Male,4,2020,Baseline,3,1
Spain,Siblings,0-14,Male,4,2020,Excess,-1,1
Spain,Siblings,0-14,Male,5,2020,Baseline,2,1
Spain,Siblings,0-14,Male,5,2020,Excess,1,1
Spain,Siblings,0-14,Male,6,2020,Baseline,2,1
Spain,Siblings,0-14,Male,6,2020,Excess,-0,1
Spain,Siblings,0-14,Male,7,2020,Baseline,2,1
Spain,Siblings,0-14,Male,7,2020,Excess,0,1
Spain,Siblings,0-14,Male,8,2020,Baseline,1,1
Spain,Siblings,0-14,Male,8,2020,Excess,0,1
Spain,Siblings,0-14,Male,9,2020,Baseline,2,1
Spain,Siblings,0-14,Male,9,2020,Excess,0,1
Spain,Siblings,0-14,Male,10,2020,Baseline,1,1
Spain,Siblings,0-14,Male,10,2020,Excess,0,1
Spain,Siblings,0-14,Male,11,2020,Baseline,3,1
Spain,Siblings,0-14,Male,11,2020,Excess,-1,1
Spain,Siblings,0-14,Male,12,2020,Baseline,1,0
Spain,Siblings,0-14,Male,12,2020,Excess,2,1
Spain,Siblings,0-14,Male,1,2021,Baseline,1,0
Spain,Siblings,0-14,Male,1,2021,Excess,1,1
Spain,Siblings,0-14,Male,2,2021,Baseline,1,0
Spain,Siblings,0-14,Male,2,2021,Excess,-0,1
Spain,Siblings,0-14,Male,3,2021,Baseline,1,1
Spain,Siblings,0-14,Male,3,2021,Excess,1,1
Spain,Siblings,0-14,Male,4,2021,Baseline,1,0
Spain,Siblings,0-14,Male,4,2021,Excess,1,1
Spain,Siblings,0-14,Male,5,2021,Baseline,1,0
Spain,Siblings,0-14,Male,5,2021,Excess,1,1
Spain,Siblings,0-14,Male,6,2021,Baseline,1,0
Spain,Siblings,0-14,Male,6,2021,Excess,1,1
Spain,Siblings,15-29,Female,3,2020,Baseline,6,1
Spain,Siblings,15-29,Female,3,2020,Excess,-3,1
Spain,Siblings,15-29,Female,4,2020,Baseline,4,1
Spain,Siblings,15-29,Female,4,2020,Excess,3,2
Spain,Siblings,15-29,Female,5,2020,Baseline,2,1
Spain,Siblings,15-29,Female,5,2020,Excess,3,1
Spain,Siblings,15-29,Female,6,2020,Baseline,1,1
Spain,Siblings,15-29,Female,6,2020,Excess,2,1
Spain,Siblings,15-29,Female,7,2020,Baseline,4,1
Spain,Siblings,15-29,Female,7,2020,Excess,0,1
Spain,Siblings,15-29,Female,8,2020,Baseline,3,1
Spain,Siblings,15-29,Female,8,2020,Excess,-0,1
Spain,Siblings,15-29,Female,9,2020,Baseline,3,1
Spain,Siblings,15-29,Female,9,2020,Excess,1,1
Spain,Siblings,15-29,Female,10,2020,Baseline,4,1
Spain,Siblings,15-29,Female,10,2020,Excess,4,2
Spain,Siblings,15-29,Female,11,2020,Baseline,3,1
Spain,Siblings,15-29,Female,11,2020,Excess,0,1
Spain,Siblings,15-29,Female,12,2020,Baseline,4,1
Spain,Siblings,15-29,Female,12,2020,Excess,-0,1
Spain,Siblings,15-29,Female,1,2021,Baseline,4,1
Spain,Siblings,15-29,Female,1,2021,Excess,1,1
Spain,Siblings,15-29,Female,2,2021,Baseline,4,1
Spain,Siblings,15-29,Female,2,2021,Excess,1,2
Spain,Siblings,15-29,Female,3,2021,Baseline,6,1
Spain,Siblings,15-29,Female,3,2021,Excess,-2,1
Spain,Siblings,15-29,Female,4,2021,Baseline,4,1
Spain,Siblings,15-29,Female,4,2021,Excess,-0,1
Spain,Siblings,15-29,Female,5,2021,Baseline,5,1
Spain,Siblings,15-29,Female,5,2021,Excess,-0,1
Spain,Siblings,15-29,Female,6,2021,Baseline,4,1
Spain,Siblings,15-29,Female,6,2021,Excess,-0,1
Spain,Siblings,15-29,Male,3,2020,Baseline,4,1
Spain,Siblings,15-29,Male,3,2020,Excess,-0,2
Spain,Siblings,15-29,Male,4,2020,Baseline,3,1
Spain,Siblings,15-29,Male,4,2020,Excess,3,1
Spain,Siblings,15-29,Male,5,2020,Baseline,3,1
Spain,Siblings,15-29,Male,5,2020,Excess,3,1
Spain,Siblings,15-29,Male,6,2020,Baseline,3,1
Spain,Siblings,15-29,Male,6,2020,Excess,-0,1
Spain,Siblings,15-29,Male,7,2020,Baseline,4,1
Spain,Siblings,15-29,Male,7,2020,Excess,1,1
Spain,Siblings,15-29,Male,8,2020,Baseline,5,1
Spain,Siblings,15-29,Male,8,2020,Excess,2,2
Spain,Siblings,15-29,Male,9,2020,Baseline,2,1
Spain,Siblings,15-29,Male,9,2020,Excess,2,1
Spain,Siblings,15-29,Male,10,2020,Baseline,4,1
